run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,authorship_state
R054,C043,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:20:56,54,ok,ai_gpt_percent,31.82,31.82% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 31.82, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:20:56"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,human
R055,C064,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:22:53,55,ok,ai_gpt_percent,42.92,42.92% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 42.92, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:22:53"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,rewritten_AI
R056,C036,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:24:34,56,ok,ai_gpt_percent,30.85,30.85% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 30.85, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:24:34"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,human
R057,C040,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:25:56,57,ok,ai_gpt_percent,26.95,26.95% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 26.95, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:25:56"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,human
R058,C014,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:27:25,58,ok,ai_gpt_percent,35.21,35.21% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 35.21, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:27:25"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,fully_AI
R059,C069,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:28:10,59,ok,ai_gpt_percent,52.5,52.5% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 52.5, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:28:10"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,hybrid
R060,C037,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:29:08,60,ok,ai_gpt_percent,31.55,31.55% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 31.55, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:29:08"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,human
R061,C004,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:30:20,61,ok,ai_gpt_percent,68.04,68.04% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 68.04, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:30:20"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,fully_AI
R062,C049,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:31:08,62,ok,ai_gpt_percent,30.98,30.98% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 30.98, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:31:08"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,human
R063,C045,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:32:44,63,ok,ai_gpt_percent,36.81,36.81% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 36.81, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:32:44"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,human
R064,C090,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:34:33,64,ok,ai_gpt_percent,34.38,34.38% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 34.38, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:34:33"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,human_stress
R065,C008,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:36:38,65,ok,ai_gpt_percent,71.87,71.87% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 71.87, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:36:38"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,fully_AI
R066,C086,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:38:03,66,ok,ai_gpt_percent,63.22,63.22% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 63.22, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:38:03"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,human_stress
R067,C024,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:39:48,67,ok,ai_gpt_percent,89.07,89.07% AI GPT · Your text is most likely AI/GPT generated,Your text is most likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 89.07, ""message"": ""Your text is most likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:39:48"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,fully_AI
R068,C016,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:40:54,68,ok,ai_gpt_percent,57.22,57.22% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 57.22, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:40:54"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,fully_AI
R069,C019,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:41:46,69,ok,ai_gpt_percent,65.19,65.19% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 65.19, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:41:46"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,fully_AI
R070,C081,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:42:33,70,ok,ai_gpt_percent,39.84,39.84% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 39.84, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:42:33"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,human_stress
R071,C072,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:44:29,71,ok,ai_gpt_percent,56.68,56.68% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 56.68, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:44:29"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,human_stress
R072,C087,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:45:57,72,error,ai_gpt_percent,,,,insufficient_text,Text too short for DeepAnalyse. Add more content and try again.,"{""detector"": ""ZeroGPT"", ""version"": ""DeepAnalyse"", ""status"": ""error"", ""error_code"": ""insufficient_text"", ""error"": ""Text too short for DeepAnalyse. Add more content and try again."", ""scanned_at"": ""2026-08-26T19:45:57""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,human_stress
R073,C091,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:46:42,73,ok,ai_gpt_percent,28.88,28.88% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 28.88, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:46:42"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,human_stress
R074,C025,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:48:50,74,ok,ai_gpt_percent,81.51,81.51% AI GPT · Your text is most likely AI/GPT generated,Your text is most likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 81.51, ""message"": ""Your text is most likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:48:50"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,fully_AI
R075,C085,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:50:56,75,ok,ai_gpt_percent,56.92,56.92% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 56.92, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:50:56"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,human_stress
R076,C088,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:52:19,76,ok,ai_gpt_percent,73.4,73.4% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 73.4, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:52:19"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,human_stress
R077,C065,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:53:26,77,ok,ai_gpt_percent,29.23,29.23% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 29.23, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T19:53:26"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,AI_assisted
R078,C053,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:55:24,78,ok,ai_gpt_percent,59.08,59.08% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 59.08, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:55:24"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,AI_assisted
R079,C058,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:57:11,79,ok,ai_gpt_percent,40.48,40.48% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 40.48, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T19:57:11"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R080,C020,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T19:59:16,80,ok,ai_gpt_percent,78.07,78.07% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 78.07, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T19:59:16"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,fully_AI
R081,C032,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:00:04,81,ok,ai_gpt_percent,21.03,21.03% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 21.03, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T20:00:04"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,human
R082,C041,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:01:54,82,ok,ai_gpt_percent,6.85,6.85% AI GPT · Your text is human written,Your text is human written,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 6.85, ""message"": ""Your text is human written"", ""scanned_at"": ""2026-08-26T20:01:54"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,human
R083,C051,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:02:59,83,ok,ai_gpt_percent,25.15,25.15% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 25.15, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T20:02:59"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,hybrid
R084,C089,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:04:52,84,ok,ai_gpt_percent,52.91,52.91% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 52.91, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T20:04:52"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,human_stress
R085,C074,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:05:43,85,ok,ai_gpt_percent,37.33,37.33% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 37.33, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-26T20:05:43"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,human_stress
R086,C073,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:07:45,86,ok,ai_gpt_percent,63.2,63.2% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 63.2, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T20:07:45"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,human_stress
R087,C030,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:08:45,87,ok,ai_gpt_percent,8.06,8.06% AI GPT · Your text is human written,Your text is human written,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 8.06, ""message"": ""Your text is human written"", ""scanned_at"": ""2026-08-26T20:08:45"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,human
R088,C029,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:09:30,88,ok,ai_gpt_percent,20.92,20.92% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 20.92, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-26T20:09:30"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,human
R089,C011,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:10:13,89,ok,ai_gpt_percent,58.41,58.41% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 58.41, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T20:10:13"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,fully_AI
R090,C023,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:11:41,90,ok,ai_gpt_percent,72.16,72.16% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 72.16, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T20:11:41"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,fully_AI
R091,C078,ZeroGPT,DeepAnalyse,1,2026-08-26,2026-08-26T20:12:39,91,ok,ai_gpt_percent,66.99,66.99% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 66.99, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-26T20:12:39"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,human_stress
R092,C020,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:22:41,1,ok,ai_gpt_percent,90.51,90.51% AI GPT · Your text is most likely AI/GPT generated,Your text is most likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 90.51, ""message"": ""Your text is most likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:22:41"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,fully_AI
R093,C016,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:23:23,2,ok,ai_gpt_percent,78.31,78.31% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 78.31, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:23:23"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,fully_AI
R094,C083,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:24:07,3,ok,ai_gpt_percent,67.84,67.84% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 67.84, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:24:07"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,human_stress
R095,C039,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:25:08,4,ok,ai_gpt_percent,17.06,17.06% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 17.06, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-28T18:25:08"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,human
R096,C037,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:26:45,5,ok,ai_gpt_percent,15.92,15.92% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 15.92, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-28T18:26:45"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,human
R097,C025,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:28:22,6,ok,ai_gpt_percent,89.5,89.5% AI GPT · Your text is most likely AI/GPT generated,Your text is most likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 89.5, ""message"": ""Your text is most likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:28:22"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,fully_AI
R098,C054,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:29:16,7,ok,ai_gpt_percent,42.7,42.7% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 42.7, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-28T18:29:16"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,hybrid
R099,C006,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:31:01,8,ok,ai_gpt_percent,66.32,66.32% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 66.32, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:31:01"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,fully_AI
R100,C074,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:32:31,9,ok,ai_gpt_percent,48.49,48.49% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 48.49, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-28T18:32:31"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,human_stress
R101,C067,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:33:44,10,ok,ai_gpt_percent,76.16,76.16% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 76.16, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:33:44"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,rewritten_AI
R102,C061,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:35:10,11,ok,ai_gpt_percent,23.35,23.35% AI GPT · Your text is most likely human written but may include AI/GPT generated parts,Your text is most likely human written but may include AI/GPT generated parts,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 23.35, ""message"": ""Your text is most likely human written but may include AI/GPT generated parts"", ""scanned_at"": ""2026-08-28T18:35:10"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R103,C001,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:36:06,12,ok,ai_gpt_percent,67.97,67.97% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 67.97, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:36:06"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,fully_AI
R104,C076,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:38:00,13,ok,ai_gpt_percent,38.2,38.2% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 38.2, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-28T18:38:00"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,human_stress
R105,C007,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:38:50,14,ok,ai_gpt_percent,78.56,78.56% AI GPT · Your text is likely AI/GPT generated,Your text is likely AI/GPT generated,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 78.56, ""message"": ""Your text is likely AI/GPT generated"", ""scanned_at"": ""2026-08-28T18:38:50"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,fully_AI
R106,C059,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:40:39,15,ok,ai_gpt_percent,43.75,43.75% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 43.75, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-28T18:40:39"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,AI_assisted
R107,C033,ZeroGPT,DeepAnalyse,2,2026-08-28,2026-08-28T18:42:43,16,ok,ai_gpt_percent,35.53,35.53% AI GPT · Your text contains mixed signals,Your text contains mixed signals,,,"{""detector"": ""ZeroGPT"", ""ai_gpt_percent"": 35.53, ""message"": ""Your text contains mixed signals"", ""scanned_at"": ""2026-08-28T18:42:43"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,human
