run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,authorship_state
R061,C053,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:43:27,61,ok,human_score,49,49%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 49, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 49%"", ""scanned_at"": ""2026-08-26T09:43:27""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,AI_assisted
R062,C028,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:44:57,62,ok,human_score,4,4%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 4, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 4%"", ""scanned_at"": ""2026-08-26T09:44:57""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,fully_AI
R063,C042,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:46:08,63,ok,human_score,86,86%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 86, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 86%"", ""scanned_at"": ""2026-08-26T09:46:08""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,human
R064,C019,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:47:36,64,ok,human_score,7,7%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 7, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 7%"", ""scanned_at"": ""2026-08-26T09:47:36""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,fully_AI
R065,C005,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:48:23,65,ok,human_score,4,4%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 4, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 4%"", ""scanned_at"": ""2026-08-26T09:48:23""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,fully_AI
R066,C043,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:49:04,66,ok,human_score,96,96%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 96, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 96%"", ""scanned_at"": ""2026-08-26T09:49:04""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,human
R067,C010,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:50:37,67,ok,human_score,16,16%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 16, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 16%"", ""scanned_at"": ""2026-08-26T09:50:37""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,fully_AI
R068,C081,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:52:39,68,ok,human_score,83,83%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 83, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 83%"", ""scanned_at"": ""2026-08-26T09:52:39""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,human_stress
R069,C062,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:54:11,69,ok,human_score,70,70%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 70, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 70%"", ""scanned_at"": ""2026-08-26T09:54:11""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_assisted
R070,C029,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:55:48,70,ok,human_score,96,96%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 96, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 96%"", ""scanned_at"": ""2026-08-26T09:55:48""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,human
R071,C055,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:56:42,71,ok,human_score,59,59%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 59, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 59%"", ""scanned_at"": ""2026-08-26T09:56:42""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,rewritten_AI
R072,C067,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:57:55,72,ok,human_score,3,3%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 3, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 3%"", ""scanned_at"": ""2026-08-26T09:57:55""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,rewritten_AI
R073,C016,Winston AI,v4.15,1,2026-08-26,2026-08-26T09:58:38,73,ok,human_score,26,26%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 26, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 26%"", ""scanned_at"": ""2026-08-26T09:58:38""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,fully_AI
R074,C025,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:00:34,74,ok,human_score,5,5%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 5, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 5%"", ""scanned_at"": ""2026-08-26T10:00:34""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,fully_AI
R075,C066,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:02:22,75,ok,human_score,23,23%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 23, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 23%"", ""scanned_at"": ""2026-08-26T10:02:22""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,hybrid
R076,C017,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:03:15,76,ok,human_score,2,2%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 2, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 2%"", ""scanned_at"": ""2026-08-26T10:03:15""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,fully_AI
R077,C047,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:04:26,77,ok,human_score,94,94%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 94, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 94%"", ""scanned_at"": ""2026-08-26T10:04:26""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,human
R078,C084,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:05:47,78,ok,human_score,71,71%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 71, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 71%"", ""scanned_at"": ""2026-08-26T10:05:47""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,human_stress
R079,C008,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:06:43,79,ok,human_score,4,4%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 4, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 4%"", ""scanned_at"": ""2026-08-26T10:06:43""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,fully_AI
R080,C035,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:08:01,80,ok,human_score,86,86%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 86, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 86%"", ""scanned_at"": ""2026-08-26T10:08:01""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,human
R081,C060,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:08:54,81,ok,human_score,51,51%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 51, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 51%"", ""scanned_at"": ""2026-08-26T10:08:54""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,hybrid
R082,C033,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:10:30,82,ok,human_score,86,86%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 86, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 86%"", ""scanned_at"": ""2026-08-26T10:10:30""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,human
R083,C004,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:11:04,83,ok,human_score,12,12%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 12, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 12%"", ""scanned_at"": ""2026-08-26T10:11:04""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,fully_AI
R084,C087,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:12:27,84,ok,human_score,40,40%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 40, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 40%"", ""scanned_at"": ""2026-08-26T10:12:27""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,human_stress
R085,C006,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:13:37,85,ok,human_score,10,10%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 10, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 10%"", ""scanned_at"": ""2026-08-26T10:13:37""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,fully_AI
R086,C070,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:14:56,86,ok,human_score,20,20%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 20, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 20%"", ""scanned_at"": ""2026-08-26T10:14:56""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R087,C061,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:16:47,87,ok,human_score,61,61%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 61, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 61%"", ""scanned_at"": ""2026-08-26T10:16:47""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R088,C022,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:18:24,88,ok,human_score,14,14%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 14, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 14%"", ""scanned_at"": ""2026-08-26T10:18:24""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,fully_AI
R089,C007,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:20:19,89,ok,human_score,12,12%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 12, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 12%"", ""scanned_at"": ""2026-08-26T10:20:19""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,fully_AI
R090,C064,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:21:03,90,ok,human_score,61,61%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 61, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 61%"", ""scanned_at"": ""2026-08-26T10:21:03""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,rewritten_AI
R091,C074,Winston AI,v4.15,1,2026-08-26,2026-08-26T10:23:02,91,ok,human_score,66,66%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 66, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 66%"", ""scanned_at"": ""2026-08-26T10:23:02""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,human_stress
R092,C054,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:42:32,1,ok,human_score,75,75%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 75, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 75%"", ""scanned_at"": ""2026-08-28T09:42:32""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,hybrid
R093,C062,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:43:11,2,ok,human_score,77,77%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 77, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 77%"", ""scanned_at"": ""2026-08-28T09:43:11""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_assisted
R094,C013,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:44:37,3,ok,human_score,13,13%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 13, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 13%"", ""scanned_at"": ""2026-08-28T09:44:37""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,fully_AI
R095,C056,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:46:16,4,ok,human_score,65,65%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 65, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 65%"", ""scanned_at"": ""2026-08-28T09:46:16""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,AI_assisted
R096,C019,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:48:09,5,ok,human_score,21,21%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 21, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 21%"", ""scanned_at"": ""2026-08-28T09:48:09""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,fully_AI
R097,C066,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:49:16,6,ok,human_score,38,38%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 38, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 38%"", ""scanned_at"": ""2026-08-28T09:49:16""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,hybrid
R098,C067,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:50:01,7,ok,human_score,17,17%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 17, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 17%"", ""scanned_at"": ""2026-08-28T09:50:01""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,rewritten_AI
R099,C025,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:51:59,8,ok,human_score,0,0%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 0, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 0%"", ""scanned_at"": ""2026-08-28T09:51:59""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,fully_AI
R100,C063,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:54:04,9,ok,human_score,55,55%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 55, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 55%"", ""scanned_at"": ""2026-08-28T09:54:04""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,hybrid
R101,C068,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:55:05,10,ok,human_score,50,50%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 50, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 50%"", ""scanned_at"": ""2026-08-28T09:55:05""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,AI_assisted
R102,C031,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:55:44,11,ok,human_score,98,98%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 98, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 98%"", ""scanned_at"": ""2026-08-28T09:55:44""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,human
R103,C050,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:57:16,12,ok,human_score,20,20%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 20, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 20%"", ""scanned_at"": ""2026-08-28T09:57:16""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,AI_assisted
R104,C035,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:58:29,13,ok,human_score,100,100%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 100, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 100%"", ""scanned_at"": ""2026-08-28T09:58:29""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,human
R105,C010,Winston AI,v4.15,2,2026-08-28,2026-08-28T09:59:32,14,ok,human_score,25,25%,Likely AI,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 25, ""prediction_map_band"": ""Likely AI"", ""displayed_text"": ""Human Score 25%"", ""scanned_at"": ""2026-08-28T09:59:32""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,fully_AI
R106,C072,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:01:40,15,ok,human_score,85,85%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 85, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 85%"", ""scanned_at"": ""2026-08-28T10:01:40""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,human_stress
R107,C032,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:03:39,16,ok,human_score,100,100%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 100, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 100%"", ""scanned_at"": ""2026-08-28T10:03:39""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,human
R108,C085,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:04:51,17,ok,human_score,61,61%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 61, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 61%"", ""scanned_at"": ""2026-08-28T10:04:51""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,human_stress
R109,C078,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:05:50,18,ok,human_score,64,64%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 64, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 64%"", ""scanned_at"": ""2026-08-28T10:05:50""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,human_stress
R110,C017,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:07:15,19,ok,human_score,17,17%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 17, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 17%"", ""scanned_at"": ""2026-08-28T10:07:15""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,fully_AI
R111,C090,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:08:07,20,ok,human_score,85,85%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 85, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 85%"", ""scanned_at"": ""2026-08-28T10:08:07""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,human_stress
R112,C030,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:10:03,21,ok,human_score,94,94%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 94, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 94%"", ""scanned_at"": ""2026-08-28T10:10:03""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,human
R113,C053,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:10:45,22,ok,human_score,70,70%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 70, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 70%"", ""scanned_at"": ""2026-08-28T10:10:45""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,AI_assisted
R114,C070,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:11:36,23,ok,human_score,57,57%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 57, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 57%"", ""scanned_at"": ""2026-08-28T10:11:36""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,rewritten_AI
R115,C051,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:12:56,24,ok,human_score,95,95%,Human written,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 95, ""prediction_map_band"": ""Human written"", ""displayed_text"": ""Human Score 95%"", ""scanned_at"": ""2026-08-28T10:12:56""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,hybrid
R116,C061,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:13:48,25,ok,human_score,42,42%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 42, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 42%"", ""scanned_at"": ""2026-08-28T10:13:48""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,rewritten_AI
R117,C009,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:14:40,26,ok,human_score,0,0%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 0, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 0%"", ""scanned_at"": ""2026-08-28T10:14:40""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,fully_AI
R118,C028,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:15:41,27,ok,human_score,0,0%,AI generated,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 0, ""prediction_map_band"": ""AI generated"", ""displayed_text"": ""Human Score 0%"", ""scanned_at"": ""2026-08-28T10:15:41""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,fully_AI
R119,C033,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:17:00,28,ok,human_score,80,80%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 80, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 80%"", ""scanned_at"": ""2026-08-28T10:17:00""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,human
R120,C073,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:18:25,29,ok,human_score,75,75%,Mostly human,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 75, ""prediction_map_band"": ""Mostly human"", ""displayed_text"": ""Human Score 75%"", ""scanned_at"": ""2026-08-28T10:18:25""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,human_stress
R121,C015,Winston AI,v4.15,2,2026-08-28,2026-08-28T10:20:31,30,ok,human_score,52,52%,Uncertain,,,"{""detector"": ""Winston AI"", ""version"": ""v4.15"", ""status"": ""ok"", ""human_score"": 52, ""prediction_map_band"": ""Uncertain"", ""displayed_text"": ""Human Score 52%"", ""scanned_at"": ""2026-08-28T10:20:31""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,fully_AI
