run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,fraction_ai,fraction_ai_assisted,fraction_human,prediction_short,headline
R041,C008,Pangram,4.0,1,2026-08-26,2026-08-26T11:54:49,41,ok,fraction_ai,1.0,100.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 1.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T11:54:49"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,1.0,0.0,0.0,AI,AI Generated
R042,C004,Pangram,4.0,1,2026-08-26,2026-08-26T11:55:51,42,ok,fraction_ai,0.9907,99.1% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9907, ""fraction_ai_assisted"": 0.0093, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T11:55:51"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,0.9907,0.0093,0.0,AI,AI Generated
R043,C013,Pangram,4.0,1,2026-08-26,2026-08-26T11:56:34,43,ok,fraction_ai,0.7526,75.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.7526, ""fraction_ai_assisted"": 0.2345, ""fraction_human"": 0.0129, ""scanned_at"": ""2026-08-26T11:56:34"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,0.7526,0.2345,0.0129,Mixed,AI Assisted
R044,C068,Pangram,4.0,1,2026-08-26,2026-08-26T11:58:17,44,ok,fraction_ai,0.4172,41.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4172, ""fraction_ai_assisted"": 0.2006, ""fraction_human"": 0.3822, ""scanned_at"": ""2026-08-26T11:58:17"", ""status"": ""ok""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,0.4172,0.2006,0.3822,Mixed,AI Assisted
R045,C022,Pangram,4.0,1,2026-08-26,2026-08-26T12:00:02,45,ok,fraction_ai,0.5495,54.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.5495, ""fraction_ai_assisted"": 0.1522, ""fraction_human"": 0.2984, ""scanned_at"": ""2026-08-26T12:00:02"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,0.5495,0.1522,0.2984,Mixed,AI Assisted
R046,C066,Pangram,4.0,1,2026-08-26,2026-08-26T12:01:42,46,ok,fraction_ai,0.0842,8.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0842, ""fraction_ai_assisted"": 0.0843, ""fraction_human"": 0.8315, ""scanned_at"": ""2026-08-26T12:01:42"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,0.0842,0.0843,0.8315,Mixed,AI Assisted
R047,C091,Pangram,4.0,1,2026-08-26,2026-08-26T12:03:16,47,ok,fraction_ai,0.0863,8.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0863, ""fraction_ai_assisted"": 0.0328, ""fraction_human"": 0.8809, ""scanned_at"": ""2026-08-26T12:03:16"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,0.0863,0.0328,0.8809,Mixed,AI Assisted
R048,C041,Pangram,4.0,1,2026-08-26,2026-08-26T12:04:14,48,ok,fraction_ai,0.0336,3.4% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0336, ""fraction_ai_assisted"": 0.0118, ""fraction_human"": 0.9546, ""scanned_at"": ""2026-08-26T12:04:14"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,0.0336,0.0118,0.9546,Human,Fully Human Written
R049,C052,Pangram,4.0,1,2026-08-26,2026-08-26T12:06:15,49,ok,fraction_ai,0.3075,30.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3075, ""fraction_ai_assisted"": 0.1673, ""fraction_human"": 0.5252, ""scanned_at"": ""2026-08-26T12:06:15"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,0.3075,0.1673,0.5252,Mixed,AI Assisted
R050,C077,Pangram,4.0,1,2026-08-26,2026-08-26T12:07:57,50,ok,fraction_ai,0.3753,37.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3753, ""fraction_ai_assisted"": 0.1024, ""fraction_human"": 0.5223, ""scanned_at"": ""2026-08-26T12:07:57"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,0.3753,0.1024,0.5223,Mixed,AI Assisted
R051,C080,Pangram,4.0,1,2026-08-26,2026-08-26T12:09:11,51,ok,fraction_ai,0.1828,18.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1828, ""fraction_ai_assisted"": 0.125, ""fraction_human"": 0.6921, ""scanned_at"": ""2026-08-26T12:09:11"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,0.1828,0.125,0.6921,Mixed,AI Assisted
R052,C051,Pangram,4.0,1,2026-08-26,2026-08-26T12:10:05,52,ok,fraction_ai,0.3934,39.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3934, ""fraction_ai_assisted"": 0.1339, ""fraction_human"": 0.4727, ""scanned_at"": ""2026-08-26T12:10:05"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,0.3934,0.1339,0.4727,Mixed,AI Assisted
R053,C050,Pangram,4.0,1,2026-08-26,2026-08-26T12:11:43,53,ok,fraction_ai,0.2706,27.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2706, ""fraction_ai_assisted"": 0.1639, ""fraction_human"": 0.5655, ""scanned_at"": ""2026-08-26T12:11:43"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,0.2706,0.1639,0.5655,Mixed,AI Assisted
R054,C061,Pangram,4.0,1,2026-08-26,2026-08-26T12:13:36,54,ok,fraction_ai,0.5772,57.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.5772, ""fraction_ai_assisted"": 0.2065, ""fraction_human"": 0.2164, ""scanned_at"": ""2026-08-26T12:13:36"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,0.5772,0.2065,0.2164,Mixed,AI Assisted
R055,C024,Pangram,4.0,1,2026-08-26,2026-08-26T12:14:46,55,ok,fraction_ai,0.9759,97.6% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9759, ""fraction_ai_assisted"": 0.0241, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:14:46"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,0.9759,0.0241,0.0,AI,AI Generated
R056,C040,Pangram,4.0,1,2026-08-26,2026-08-26T12:16:04,56,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 1.0, ""scanned_at"": ""2026-08-26T12:16:04"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,0.0,0.0,1.0,Human,Fully Human Written
R057,C005,Pangram,4.0,1,2026-08-26,2026-08-26T12:17:43,57,ok,fraction_ai,1.0,100.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 1.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:17:43"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,1.0,0.0,0.0,AI,AI Generated
R058,C026,Pangram,4.0,1,2026-08-26,2026-08-26T12:18:29,58,ok,fraction_ai,0.8897,89.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8897, ""fraction_ai_assisted"": 0.1103, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:18:29"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,0.8897,0.1103,0.0,AI,AI Generated
R059,C075,Pangram,4.0,1,2026-08-26,2026-08-26T12:19:51,59,ok,fraction_ai,0.2467,24.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2467, ""fraction_ai_assisted"": 0.05, ""fraction_human"": 0.7033, ""scanned_at"": ""2026-08-26T12:19:51"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,0.2467,0.05,0.7033,Mixed,AI Assisted
R060,C015,Pangram,4.0,1,2026-08-26,2026-08-26T12:20:23,60,ok,fraction_ai,0.5614,56.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.5614, ""fraction_ai_assisted"": 0.1794, ""fraction_human"": 0.2592, ""scanned_at"": ""2026-08-26T12:20:23"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,0.5614,0.1794,0.2592,Mixed,AI Assisted
R061,C067,Pangram,4.0,1,2026-08-26,2026-08-26T12:21:21,61,ok,fraction_ai,0.7471,74.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.7471, ""fraction_ai_assisted"": 0.1706, ""fraction_human"": 0.0824, ""scanned_at"": ""2026-08-26T12:21:21"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,0.7471,0.1706,0.0824,Mixed,AI Assisted
R062,C037,Pangram,4.0,1,2026-08-26,2026-08-26T12:22:18,62,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0525, ""fraction_human"": 0.9475, ""scanned_at"": ""2026-08-26T12:22:18"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,0.0,0.0525,0.9475,Human,Fully Human Written
R063,C084,Pangram,4.0,1,2026-08-26,2026-08-26T12:24:15,63,ok,fraction_ai,0.2708,27.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2708, ""fraction_ai_assisted"": 0.1217, ""fraction_human"": 0.6076, ""scanned_at"": ""2026-08-26T12:24:15"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,0.2708,0.1217,0.6076,Mixed,AI Assisted
R064,C028,Pangram,4.0,1,2026-08-26,2026-08-26T12:25:03,64,ok,fraction_ai,0.7461,74.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.7461, ""fraction_ai_assisted"": 0.0706, ""fraction_human"": 0.1833, ""scanned_at"": ""2026-08-26T12:25:03"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,0.7461,0.0706,0.1833,Mixed,AI Assisted
R065,C087,Pangram,4.0,1,2026-08-26,2026-08-26T12:26:58,65,ok,fraction_ai,0.4403,44.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4403, ""fraction_ai_assisted"": 0.2774, ""fraction_human"": 0.2823, ""scanned_at"": ""2026-08-26T12:26:58"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,0.4403,0.2774,0.2823,Mixed,AI Assisted
R066,C056,Pangram,4.0,1,2026-08-26,2026-08-26T12:28:22,66,ok,fraction_ai,0.3877,38.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3877, ""fraction_ai_assisted"": 0.2506, ""fraction_human"": 0.3617, ""scanned_at"": ""2026-08-26T12:28:22"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,0.3877,0.2506,0.3617,Mixed,AI Assisted
R067,C029,Pangram,4.0,1,2026-08-26,2026-08-26T12:29:50,67,ok,fraction_ai,0.0622,6.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0622, ""fraction_ai_assisted"": 0.045, ""fraction_human"": 0.8927, ""scanned_at"": ""2026-08-26T12:29:50"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,0.0622,0.045,0.8927,Mixed,AI Assisted
R068,C021,Pangram,4.0,1,2026-08-26,2026-08-26T12:30:45,68,ok,fraction_ai,1.0,100.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 1.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:30:45"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,1.0,0.0,0.0,AI,AI Generated
R069,C012,Pangram,4.0,1,2026-08-26,2026-08-26T12:31:46,69,ok,fraction_ai,1.0,100.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 1.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:31:46"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,1.0,0.0,0.0,AI,AI Generated
R070,C064,Pangram,4.0,1,2026-08-26,2026-08-26T12:33:35,70,ok,fraction_ai,0.3345,33.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3345, ""fraction_ai_assisted"": 0.2548, ""fraction_human"": 0.4107, ""scanned_at"": ""2026-08-26T12:33:35"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,0.3345,0.2548,0.4107,Mixed,AI Assisted
R071,C089,Pangram,4.0,1,2026-08-26,2026-08-26T12:34:42,71,ok,fraction_ai,0.0773,7.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0773, ""fraction_ai_assisted"": 0.0662, ""fraction_human"": 0.8565, ""scanned_at"": ""2026-08-26T12:34:42"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,0.0773,0.0662,0.8565,Mixed,AI Assisted
R072,C071,Pangram,4.0,1,2026-08-26,2026-08-26T12:35:48,72,ok,fraction_ai,0.3053,30.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3053, ""fraction_ai_assisted"": 0.245, ""fraction_human"": 0.4496, ""scanned_at"": ""2026-08-26T12:35:48"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,0.3053,0.245,0.4496,Mixed,AI Assisted
R073,C070,Pangram,4.0,1,2026-08-26,2026-08-26T12:37:33,73,ok,fraction_ai,0.3499,35.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3499, ""fraction_ai_assisted"": 0.078, ""fraction_human"": 0.5721, ""scanned_at"": ""2026-08-26T12:37:33"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,0.3499,0.078,0.5721,Mixed,AI Assisted
R074,C018,Pangram,4.0,1,2026-08-26,2026-08-26T12:38:10,74,ok,fraction_ai,0.9673,96.7% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9673, ""fraction_ai_assisted"": 0.0327, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:38:10"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,0.9673,0.0327,0.0,AI,AI Generated
R075,C074,Pangram,4.0,1,2026-08-26,2026-08-26T12:38:57,75,ok,fraction_ai,0.1019,10.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1019, ""fraction_ai_assisted"": 0.0451, ""fraction_human"": 0.853, ""scanned_at"": ""2026-08-26T12:38:57"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,0.1019,0.0451,0.853,Mixed,AI Assisted
R076,C032,Pangram,4.0,1,2026-08-26,2026-08-26T12:40:42,76,ok,fraction_ai,0.0067,0.7% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0067, ""fraction_ai_assisted"": 0.0022, ""fraction_human"": 0.9911, ""scanned_at"": ""2026-08-26T12:40:42"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,0.0067,0.0022,0.9911,Human,Fully Human Written
R077,C083,Pangram,4.0,1,2026-08-26,2026-08-26T12:42:16,77,ok,fraction_ai,0.3873,38.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3873, ""fraction_ai_assisted"": 0.1825, ""fraction_human"": 0.4302, ""scanned_at"": ""2026-08-26T12:42:16"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,0.3873,0.1825,0.4302,Mixed,AI Assisted
R078,C081,Pangram,4.0,1,2026-08-26,2026-08-26T12:43:09,78,ok,fraction_ai,0.0895,8.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0895, ""fraction_ai_assisted"": 0.036, ""fraction_human"": 0.8745, ""scanned_at"": ""2026-08-26T12:43:09"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,0.0895,0.036,0.8745,Mixed,AI Assisted
R079,C010,Pangram,4.0,1,2026-08-26,2026-08-26T12:43:50,79,ok,fraction_ai,0.8978,89.8% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8978, ""fraction_ai_assisted"": 0.0585, ""fraction_human"": 0.0436, ""scanned_at"": ""2026-08-26T12:43:50"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,0.8978,0.0585,0.0436,AI,AI Generated
R080,C090,Pangram,4.0,1,2026-08-26,2026-08-26T12:45:32,80,ok,fraction_ai,0.1393,13.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1393, ""fraction_ai_assisted"": 0.052, ""fraction_human"": 0.8087, ""scanned_at"": ""2026-08-26T12:45:32"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,0.1393,0.052,0.8087,Mixed,AI Assisted
