run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_percent,sensitivity,result_tag
R053,C063,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:40:17,53,ok,ai_percent,43,43% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 43, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:40:17"", ""status"": ""ok""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,43,2,
R054,C010,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:40:59,54,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:40:59"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,0,2,
R055,C007,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:42:22,55,ok,ai_percent,57,57% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 57, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:42:22"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,57,2,suspected-ai-generated
R056,C069,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:44:13,56,ok,ai_percent,18,18% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 18, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:44:13"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,18,2,
R057,C050,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:45:16,57,ok,ai_percent,56,56% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 56, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:45:16"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,56,2,suspected-ai-generated
R058,C026,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:46:08,58,ok,ai_percent,47,47% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 47, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:46:08"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,47,2,
R059,C001,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:47:19,59,ok,ai_percent,75,75% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 75, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:47:19"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,75,2,suspected-ai-generated
R060,C072,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:48:54,60,ok,ai_percent,39,39% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 39, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:48:54"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,39,2,
R061,C024,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:50:39,61,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:50:39"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,100,2,suspected-ai-generated
R062,C032,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:52:17,62,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:52:17"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,0,2,
R063,C012,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:54:00,63,ok,ai_percent,87,87% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 87, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:54:00"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,87,2,suspected-ai-generated
R064,C060,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:55:50,64,ok,ai_percent,69,69% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 69, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:55:50"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,69,2,suspected-ai-generated
R065,C057,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:57:13,65,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:57:13"", ""status"": ""ok""}",Hybrid,Blog / opinion,,508,50,2019 newsletter essay + Llama 3.3 70B replacements (50%),2026-08-19,100,2,suspected-ai-generated
R066,C025,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:58:06,66,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:58:06"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,100,2,suspected-ai-generated
R067,C028,Copyleaks,2026.08,1,2026-08-26,2026-08-26T16:59:56,67,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 92, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T16:59:56"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,92,2,suspected-ai-generated
R068,C051,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:01:13,68,ok,ai_percent,21,21% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 21, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:01:13"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,21,2,
R069,C020,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:02:00,69,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:02:00"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,100,2,suspected-ai-generated
R070,C084,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:03:46,70,ok,ai_percent,16,16% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 16, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:03:46"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,16,2,
R071,C058,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:04:46,71,ok,ai_percent,50,50% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 50, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:04:46"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,50,2,suspected-ai-generated
R072,C030,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:06:27,72,ok,ai_percent,56,56% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 56, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:06:27"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,56,2,suspected-ai-generated
R073,C081,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:08:04,73,ok,ai_percent,36,36% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 36, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:08:04"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,36,2,
R074,C043,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:09:11,74,ok,ai_percent,19,19% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 19, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:09:11"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,19,2,
R075,C071,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:09:51,75,ok,ai_percent,38,38% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 38, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:09:51"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,38,2,
R076,C049,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:10:47,76,ok,ai_percent,36,36% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 36, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:10:47"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,36,2,
R077,C018,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:12:27,77,ok,ai_percent,45,45% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 45, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:12:27"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,45,2,
R078,C085,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:13:12,78,ok,ai_percent,28,28% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 28, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:13:12"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,28,2,
R079,C074,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:13:56,79,ok,ai_percent,25,25% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 25, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:13:56"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,25,2,
R080,C090,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:15:29,80,ok,ai_percent,13,13% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 13, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:15:29"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,13,2,
R081,C089,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:16:03,81,ok,ai_percent,28,28% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 28, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:16:03"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,28,2,
R082,C014,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:18:03,82,ok,ai_percent,60,60% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 60, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:18:03"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,60,2,suspected-ai-generated
R083,C045,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:20:07,83,ok,ai_percent,34,34% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 34, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:20:07"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,34,2,
R084,C053,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:21:52,84,ok,ai_percent,8,8% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 8, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:21:52"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,8,2,
R085,C017,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:22:44,85,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 92, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:22:44"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,92,2,suspected-ai-generated
R086,C011,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:24:14,86,ok,ai_percent,80,80% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 80, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:24:14"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,80,2,suspected-ai-generated
R087,C019,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:26:00,87,ok,ai_percent,75,75% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 75, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:26:00"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,75,2,suspected-ai-generated
R088,C075,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:27:34,88,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:27:34"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,0,2,
R089,C038,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:28:37,89,ok,ai_percent,31,31% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 31, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:28:37"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,31,2,
R090,C008,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:29:38,90,ok,ai_percent,70,70% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 70, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:29:38"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,70,2,suspected-ai-generated
R091,C080,Copyleaks,2026.08,1,2026-08-26,2026-08-26T17:30:59,91,ok,ai_percent,46,46% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 46, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-26T17:30:59"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,46,2,
R092,C046,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:13:00,1,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:13:00"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,0,2,
R093,C020,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:14:39,2,ok,ai_percent,62,62% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 62, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:14:39"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,62,2,suspected-ai-generated
R094,C035,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:15:16,3,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:15:16"", ""status"": ""ok""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,0,2,
R095,C003,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:16:47,4,ok,ai_percent,80,80% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 80, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:16:47"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,80,2,suspected-ai-generated
R096,C065,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:17:59,5,ok,ai_percent,19,19% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 19, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:17:59"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,19,2,
R097,C037,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:18:50,6,ok,ai_percent,34,34% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 34, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:18:50"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,34,2,
R098,C007,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:19:40,7,ok,ai_percent,80,80% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 80, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:19:40"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,80,2,suspected-ai-generated
R099,C051,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:21:28,8,ok,ai_percent,64,64% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 64, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:21:28"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,64,2,suspected-ai-generated
R100,C015,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:23:02,9,ok,ai_percent,64,64% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 64, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:23:02"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,64,2,suspected-ai-generated
R101,C048,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:24:56,10,ok,ai_percent,41,41% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 41, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:24:56"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,41,2,
R102,C019,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:27:01,11,ok,ai_percent,92,92% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 92, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:27:01"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,92,2,suspected-ai-generated
R103,C061,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:28:37,12,ok,ai_percent,50,50% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 50, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:28:37"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,50,2,suspected-ai-generated
R104,C054,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:30:09,13,ok,ai_percent,47,47% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 47, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:30:09"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,47,2,
R105,C002,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:31:06,14,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:31:06"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,100,2,suspected-ai-generated
