run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,document_classification,prob_human,prob_mixed,prob_ai,predicted_class,confidence_category,average_generated_prob
R041,C038,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:13:10,41,ok,class_probability_ai,0.1098,HUMAN_ONLY (82.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1098, ""mixed"": 0.061, ""human"": 0.8291}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.0457, ""scanned_at"": ""2026-08-26T13:13:10"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,HUMAN_ONLY,0.8291,0.061,0.1098,human,high,0.0457
R042,C015,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:13:44,42,ok,class_probability_ai,0.3581,AI_ONLY (35.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.3581, ""mixed"": 0.3543, ""human"": 0.2876}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.418, ""scanned_at"": ""2026-08-26T13:13:44"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,AI_ONLY,0.2876,0.3543,0.3581,ai,low,0.418
R043,C041,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:14:52,43,ok,class_probability_ai,0.01,HUMAN_ONLY (73.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.01, ""mixed"": 0.256, ""human"": 0.734}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.1699, ""scanned_at"": ""2026-08-26T13:14:52"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,HUMAN_ONLY,0.734,0.256,0.01,human,medium,0.1699
R044,C053,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:16:15,44,ok,class_probability_ai,0.056,HUMAN_ONLY (69.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.056, ""mixed"": 0.2504, ""human"": 0.6935}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.0953, ""scanned_at"": ""2026-08-26T13:16:15"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,HUMAN_ONLY,0.6935,0.2504,0.056,human,medium,0.0953
R045,C054,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:17:59,45,ok,class_probability_ai,0.2687,HUMAN_ONLY (64.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2687, ""mixed"": 0.087, ""human"": 0.6443}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2812, ""scanned_at"": ""2026-08-26T13:17:59"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,HUMAN_ONLY,0.6443,0.087,0.2687,human,medium,0.2812
R046,C009,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:19:20,46,ok,class_probability_ai,0.8724,AI_ONLY (87.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8724, ""mixed"": 0.1179, ""human"": 0.0097}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9661, ""scanned_at"": ""2026-08-26T13:19:20"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,AI_ONLY,0.0097,0.1179,0.8724,ai,high,0.9661
R047,C084,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:20:14,47,ok,class_probability_ai,0.3015,MIXED (49.4% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.3015, ""mixed"": 0.4938, ""human"": 0.2048}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5716, ""scanned_at"": ""2026-08-26T13:20:14"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,MIXED,0.2048,0.4938,0.3015,mixed,low,0.5716
R048,C067,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:22:09,48,ok,class_probability_ai,0.4895,MIXED (50.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4895, ""mixed"": 0.5013, ""human"": 0.0092}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6971, ""scanned_at"": ""2026-08-26T13:22:09"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,MIXED,0.0092,0.5013,0.4895,mixed,medium,0.6971
R049,C006,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:23:53,49,ok,class_probability_ai,0.821,AI_ONLY (82.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.821, ""mixed"": 0.1691, ""human"": 0.0099}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8416, ""scanned_at"": ""2026-08-26T13:23:53"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,AI_ONLY,0.0099,0.1691,0.821,ai,high,0.8416
R050,C091,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:24:51,50,ok,class_probability_ai,0.1971,HUMAN_ONLY (65.1% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1971, ""mixed"": 0.1514, ""human"": 0.6515}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2869, ""scanned_at"": ""2026-08-26T13:24:51"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,HUMAN_ONLY,0.6515,0.1514,0.1971,human,medium,0.2869
R051,C049,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:26:29,51,ok,class_probability_ai,0.2494,HUMAN_ONLY (50.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2494, ""mixed"": 0.2427, ""human"": 0.508}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.355, ""scanned_at"": ""2026-08-26T13:26:29"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,HUMAN_ONLY,0.508,0.2427,0.2494,human,medium,0.355
R052,C058,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:27:30,52,ok,class_probability_ai,0.657,AI_ONLY (65.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.657, ""mixed"": 0.3335, ""human"": 0.0095}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8677, ""scanned_at"": ""2026-08-26T13:27:30"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,AI_ONLY,0.0095,0.3335,0.657,ai,medium,0.8677
R053,C071,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:29:30,53,ok,class_probability_ai,0.5267,AI_ONLY (52.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5267, ""mixed"": 0.2082, ""human"": 0.2651}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.5221, ""scanned_at"": ""2026-08-26T13:29:30"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,AI_ONLY,0.2651,0.2082,0.5267,ai,medium,0.5221
R054,C061,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:31:27,54,ok,class_probability_ai,0.2786,HUMAN_ONLY (38.5% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2786, ""mixed"": 0.3366, ""human"": 0.3848}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4445, ""scanned_at"": ""2026-08-26T13:31:27"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,HUMAN_ONLY,0.3848,0.3366,0.2786,human,low,0.4445
R055,C034,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:32:48,55,ok,class_probability_ai,0.065,HUMAN_ONLY (75.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.065, ""mixed"": 0.1819, ""human"": 0.7531}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1859, ""scanned_at"": ""2026-08-26T13:32:48"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,HUMAN_ONLY,0.7531,0.1819,0.065,human,high,0.1859
R056,C003,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:33:27,56,ok,class_probability_ai,0.7243,AI_ONLY (72.4% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7243, ""mixed"": 0.1979, ""human"": 0.0778}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7548, ""scanned_at"": ""2026-08-26T13:33:27"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,AI_ONLY,0.0778,0.1979,0.7243,ai,medium,0.7548
R057,C043,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:35:23,57,ok,class_probability_ai,0.2499,HUMAN_ONLY (72.0% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2499, ""mixed"": 0.0303, ""human"": 0.7198}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2452, ""scanned_at"": ""2026-08-26T13:35:23"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,HUMAN_ONLY,0.7198,0.0303,0.2499,human,medium,0.2452
R058,C019,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:36:02,58,ok,class_probability_ai,0.8776,AI_ONLY (87.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8776, ""mixed"": 0.02, ""human"": 0.1024}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.865, ""scanned_at"": ""2026-08-26T13:36:02"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,AI_ONLY,0.1024,0.02,0.8776,ai,high,0.865
R059,C078,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:37:32,59,ok,class_probability_ai,0.4396,MIXED (50.9% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4396, ""mixed"": 0.5087, ""human"": 0.0516}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.692, ""scanned_at"": ""2026-08-26T13:37:32"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,MIXED,0.0516,0.5087,0.4396,mixed,medium,0.692
R060,C087,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:38:06,60,error,class_probability_ai,,,,insufficient_text,Document below GPTZero recommended length for a stable classification.,"{""detector"": ""GPTZero"", ""version"": ""4.9b"", ""status"": ""error"", ""error_code"": ""insufficient_text"", ""error"": ""Document below GPTZero recommended length for a stable classification."", ""scanned_at"": ""2026-08-26T13:38:06""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,,,,,,,
R061,C066,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:39:10,61,ok,class_probability_ai,0.0969,HUMAN_ONLY (78.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.0969, ""mixed"": 0.1167, ""human"": 0.7863}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.2042, ""scanned_at"": ""2026-08-26T13:39:10"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,HUMAN_ONLY,0.7863,0.1167,0.0969,human,high,0.2042
R062,C012,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:41:09,62,ok,class_probability_ai,0.8122,AI_ONLY (81.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8122, ""mixed"": 0.0877, ""human"": 0.1}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9072, ""scanned_at"": ""2026-08-26T13:41:09"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,AI_ONLY,0.1,0.0877,0.8122,ai,high,0.9072
R063,C056,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:42:37,63,ok,class_probability_ai,0.5909,AI_ONLY (59.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5909, ""mixed"": 0.2521, ""human"": 0.157}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7188, ""scanned_at"": ""2026-08-26T13:42:37"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,AI_ONLY,0.157,0.2521,0.5909,ai,medium,0.7188
R064,C033,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:43:41,64,ok,class_probability_ai,0.0583,HUMAN_ONLY (87.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.0583, ""mixed"": 0.07, ""human"": 0.8716}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1161, ""scanned_at"": ""2026-08-26T13:43:41"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,HUMAN_ONLY,0.8716,0.07,0.0583,human,high,0.1161
R065,C004,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:45:05,65,ok,class_probability_ai,0.8337,AI_ONLY (83.4% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8337, ""mixed"": 0.1572, ""human"": 0.0091}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.964, ""scanned_at"": ""2026-08-26T13:45:05"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,AI_ONLY,0.0091,0.1572,0.8337,ai,high,0.964
R066,C010,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:45:58,66,ok,class_probability_ai,0.7576,AI_ONLY (75.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7576, ""mixed"": 0.0613, ""human"": 0.1811}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8209, ""scanned_at"": ""2026-08-26T13:45:58"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,AI_ONLY,0.1811,0.0613,0.7576,ai,high,0.8209
R067,C086,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:47:33,67,ok,class_probability_ai,0.5064,AI_ONLY (50.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5064, ""mixed"": 0.4289, ""human"": 0.0647}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7043, ""scanned_at"": ""2026-08-26T13:47:33"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,AI_ONLY,0.0647,0.4289,0.5064,ai,medium,0.7043
R068,C089,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:49:38,68,ok,class_probability_ai,0.22,HUMAN_ONLY (69.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.22, ""mixed"": 0.0821, ""human"": 0.698}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2399, ""scanned_at"": ""2026-08-26T13:49:38"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,HUMAN_ONLY,0.698,0.0821,0.22,human,medium,0.2399
R069,C002,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:51:38,69,ok,class_probability_ai,0.691,AI_ONLY (69.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.691, ""mixed"": 0.0227, ""human"": 0.2862}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6296, ""scanned_at"": ""2026-08-26T13:51:38"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,AI_ONLY,0.2862,0.0227,0.691,ai,medium,0.6296
R070,C048,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:53:42,70,ok,class_probability_ai,0.0147,HUMAN_ONLY (90.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.0147, ""mixed"": 0.0825, ""human"": 0.9028}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.0202, ""scanned_at"": ""2026-08-26T13:53:42"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,HUMAN_ONLY,0.9028,0.0825,0.0147,human,high,0.0202
R071,C050,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:55:13,71,ok,class_probability_ai,0.3119,HUMAN_ONLY (60.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3119, ""mixed"": 0.0845, ""human"": 0.6036}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3552, ""scanned_at"": ""2026-08-26T13:55:13"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,HUMAN_ONLY,0.6036,0.0845,0.3119,human,medium,0.3552
R072,C017,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:56:59,72,ok,class_probability_ai,0.7122,AI_ONLY (71.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7122, ""mixed"": 0.1803, ""human"": 0.1075}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7842, ""scanned_at"": ""2026-08-26T13:56:59"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,AI_ONLY,0.1075,0.1803,0.7122,ai,medium,0.7842
R073,C044,GPTZero,4.9b,1,2026-08-26,2026-08-26T13:59:00,73,ok,class_probability_ai,0.1083,HUMAN_ONLY (64.0% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1083, ""mixed"": 0.2521, ""human"": 0.6396}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2358, ""scanned_at"": ""2026-08-26T13:59:00"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,HUMAN_ONLY,0.6396,0.2521,0.1083,human,medium,0.2358
R074,C062,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:00:15,74,ok,class_probability_ai,0.6681,AI_ONLY (66.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6681, ""mixed"": 0.3229, ""human"": 0.0089}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7791, ""scanned_at"": ""2026-08-26T14:00:15"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_ONLY,0.0089,0.3229,0.6681,ai,medium,0.7791
R075,C008,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:01:01,75,ok,class_probability_ai,0.7662,AI_ONLY (76.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7662, ""mixed"": 0.1343, ""human"": 0.0995}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9069, ""scanned_at"": ""2026-08-26T14:01:01"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,AI_ONLY,0.0995,0.1343,0.7662,ai,high,0.9069
R076,C031,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:02:59,76,ok,class_probability_ai,0.1722,HUMAN_ONLY (80.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1722, ""mixed"": 0.02, ""human"": 0.8078}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.158, ""scanned_at"": ""2026-08-26T14:02:59"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,HUMAN_ONLY,0.8078,0.02,0.1722,human,high,0.158
R077,C060,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:04:59,77,ok,class_probability_ai,0.6031,AI_ONLY (60.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6031, ""mixed"": 0.3872, ""human"": 0.0096}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8142, ""scanned_at"": ""2026-08-26T14:04:59"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,AI_ONLY,0.0096,0.3872,0.6031,ai,medium,0.8142
R078,C040,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:06:10,78,ok,class_probability_ai,0.1981,HUMAN_ONLY (75.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1981, ""mixed"": 0.0459, ""human"": 0.756}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.2897, ""scanned_at"": ""2026-08-26T14:06:10"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,HUMAN_ONLY,0.756,0.0459,0.1981,human,high,0.2897
R079,C036,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:07:35,79,ok,class_probability_ai,0.1297,HUMAN_ONLY (67.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1297, ""mixed"": 0.1979, ""human"": 0.6724}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2401, ""scanned_at"": ""2026-08-26T14:07:35"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,HUMAN_ONLY,0.6724,0.1979,0.1297,human,medium,0.2401
R080,C073,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:08:39,80,ok,class_probability_ai,0.5087,AI_ONLY (50.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5087, ""mixed"": 0.483, ""human"": 0.0083}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7383, ""scanned_at"": ""2026-08-26T14:08:39"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,AI_ONLY,0.0083,0.483,0.5087,ai,medium,0.7383
