run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_confidence,original_confidence,label
R050,C039,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:07:54,50,ok,ai_confidence,13,13% AI · 87% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 13, ""original"": 87, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:07:54"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,13,87,Likely Original
R051,C060,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:09:49,51,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:09:49"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,0,100,Likely Original
R052,C056,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:11:38,52,ok,ai_confidence,61,61% AI · 39% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 61, ""original"": 39, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:11:38"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,61,39,Likely AI
R053,C001,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:13:41,53,ok,ai_confidence,96,96% AI · 4% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 96, ""original"": 4, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:13:41"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,96,4,Likely AI
R054,C079,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:15:18,54,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:15:18"", ""status"": ""ok""}",Human,Blog / opinion,Templated,322,0,"Grant-report narrative template, state arts board",2011-10-19,0,100,Likely Original
R055,C004,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:16:22,55,ok,ai_confidence,86,86% AI · 14% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 86, ""original"": 14, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:16:22"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,86,14,Likely AI
R056,C021,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:17:45,56,ok,ai_confidence,84,84% AI · 16% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 84, ""original"": 16, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:17:45"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,84,16,Likely AI
R057,C069,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:19:45,57,ok,ai_confidence,45,45% AI · 55% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 45, ""original"": 55, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:19:45"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,45,55,Likely Original
R058,C062,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:20:19,58,ok,ai_confidence,67,67% AI · 33% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 67, ""original"": 33, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:20:19"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,67,33,Likely AI
R059,C057,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:22:12,59,ok,ai_confidence,87,87% AI · 13% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 87, ""original"": 13, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:22:12"", ""status"": ""ok""}",Hybrid,Blog / opinion,,508,50,2019 newsletter essay + Llama 3.3 70B replacements (50%),2026-08-19,87,13,Likely AI
R060,C010,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:24:04,60,ok,ai_confidence,84,84% AI · 16% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 84, ""original"": 16, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:24:04"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,84,16,Likely AI
R061,C044,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:24:54,61,ok,ai_confidence,15,15% AI · 85% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 15, ""original"": 85, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:24:54"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,15,85,Likely Original
R062,C034,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:25:30,62,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:25:30"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,0,100,Likely Original
R063,C025,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:26:03,63,ok,ai_confidence,91,91% AI · 9% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 91, ""original"": 9, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:26:03"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,91,9,Likely AI
R064,C089,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:27:36,64,ok,ai_confidence,11,11% AI · 89% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 11, ""original"": 89, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:27:36"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,11,89,Likely Original
R065,C050,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:28:34,65,ok,ai_confidence,37,37% AI · 63% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 37, ""original"": 63, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:28:34"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,37,63,Likely Original
R066,C009,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:30:21,66,ok,ai_confidence,78,78% AI · 22% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 78, ""original"": 22, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:30:21"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,78,22,Likely AI
R067,C071,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:31:23,67,ok,ai_confidence,39,39% AI · 61% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 39, ""original"": 61, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:31:23"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,39,61,Likely Original
R068,C006,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:32:14,68,ok,ai_confidence,68,68% AI · 32% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 68, ""original"": 32, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:32:14"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,68,32,Likely AI
R069,C043,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:33:49,69,ok,ai_confidence,1,1% AI · 99% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 1, ""original"": 99, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:33:49"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,1,99,Likely Original
R070,C091,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:34:48,70,ok,ai_confidence,32,32% AI · 68% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 32, ""original"": 68, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:34:48"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,32,68,Likely Original
R071,C081,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:35:41,71,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:35:41"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,23,77,Likely Original
R072,C027,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:36:26,72,ok,ai_confidence,98,98% AI · 2% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 98, ""original"": 2, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:36:26"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,98,2,Likely AI
R073,C035,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:38:29,73,ok,ai_confidence,11,11% AI · 89% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 11, ""original"": 89, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:38:29"", ""status"": ""ok""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,11,89,Likely Original
R074,C023,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:40:08,74,ok,ai_confidence,88,88% AI · 12% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 88, ""original"": 12, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:40:08"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,88,12,Likely AI
R075,C012,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:41:47,75,ok,ai_confidence,95,95% AI · 5% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 95, ""original"": 5, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:41:47"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,95,5,Likely AI
R076,C059,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:42:28,76,ok,ai_confidence,46,46% AI · 54% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 46, ""original"": 54, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:42:28"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,46,54,Likely Original
R077,C070,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:44:24,77,ok,ai_confidence,32,32% AI · 68% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 32, ""original"": 68, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:44:24"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,32,68,Likely Original
R078,C073,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:45:10,78,ok,ai_confidence,54,54% AI · 46% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 54, ""original"": 46, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:45:10"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,54,46,Likely AI
R079,C080,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:46:25,79,ok,ai_confidence,32,32% AI · 68% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 32, ""original"": 68, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:46:25"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,32,68,Likely Original
R080,C054,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:47:30,80,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:47:30"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,23,77,Likely Original
R081,C048,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:49:09,81,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:49:09"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,100,0,Likely AI
R082,C087,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:50:09,82,ok,ai_confidence,38,38% AI · 62% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 38, ""original"": 62, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:50:09"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,38,62,Likely Original
R083,C005,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:51:53,83,ok,ai_confidence,75,75% AI · 25% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 75, ""original"": 25, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:51:53"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,75,25,Likely AI
R084,C077,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:53:14,84,ok,ai_confidence,64,64% AI · 36% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 64, ""original"": 36, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:53:14"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,64,36,Likely AI
R085,C013,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:53:56,85,ok,ai_confidence,75,75% AI · 25% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 75, ""original"": 25, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:53:56"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,75,25,Likely AI
R086,C030,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:55:55,86,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:55:55"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,23,77,Likely Original
R087,C026,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:57:15,87,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:57:15"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,100,0,Likely AI
R088,C014,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T15:59:00,88,ok,ai_confidence,69,69% AI · 31% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 69, ""original"": 31, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T15:59:00"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,69,31,Likely AI
R089,C088,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T16:00:54,89,ok,ai_confidence,53,53% AI · 47% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 53, ""original"": 47, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T16:00:54"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,53,47,Likely AI
R090,C042,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T16:01:34,90,ok,ai_confidence,7,7% AI · 93% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 7, ""original"": 93, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T16:01:34"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,7,93,Likely Original
R091,C061,Originality.ai,Lite 3.0.0,1,2026-08-26,2026-08-26T16:02:35,91,ok,ai_confidence,36,36% AI · 64% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 36, ""original"": 64, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-26T16:02:35"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,36,64,Likely Original
R092,C005,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:41:11,1,ok,ai_confidence,91,91% AI · 9% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 91, ""original"": 9, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:41:11"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,91,9,Likely AI
R093,C044,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:41:58,2,ok,ai_confidence,8,8% AI · 92% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 8, ""original"": 92, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:41:58"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,8,92,Likely Original
R094,C024,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:43:06,3,ok,ai_confidence,86,86% AI · 14% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 86, ""original"": 14, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:43:06"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,86,14,Likely AI
R095,C016,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:45:07,4,ok,ai_confidence,83,83% AI · 17% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 83, ""original"": 17, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:45:07"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,83,17,Likely AI
R096,C007,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:47:10,5,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:47:10"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,100,0,Likely AI
R097,C041,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:48:48,6,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:48:48"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,0,100,Likely Original
R098,C088,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:49:59,7,ok,ai_confidence,46,46% AI · 54% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 46, ""original"": 54, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:49:59"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,46,54,Likely Original
